artwork_id,artist_id
251787,116614.0
5499,35397.0
123117,35139.0
85526,5236.0
33112,
201930,13224.0
142404,37541.0
64860,
116259,
79751,36336.0
261331,32647.0
237551,4403.0
99505,
250895,36890.0
158459,97083.0
125169,35147.0
37151,
120691,36706.0
61731,33790.0
4322,833.0
194298,37219.0
127154,44426.0
31986,4355.0
51387,33644.0
146447,5950.0
121983,40597.0
154883,37293.0
15923,35220.0
24287,33672.0
133547,37541.0
118617,34437.0
185173,22902.0
23542,34739.0
134282,37541.0
75322,3751.0
44886,46234.0
45794,42387.0
152054,40449.0
106609,36336.0
150069,75589.0
119905,35072.0
69301,
227101,40786.0
89155,35327.0
115,35657.0
42051,
155791,90045.0
9510,27657.0
27852,33627.0
101436,51349.0
40596,35729.0
157256,94525.0
47253,35543.0
150593,87095.0
209053,117550.0
129849,35188.0
180371,87203.0
160125,42520.0
21085,35577.0
136745,33354.0
149248,36187.0
210788,36063.0
243610,115710.0
26740,
131080,33583.0
268540,36513.0
117018,
141678,51349.0
87848,114854.0
195870,60857.0
236710,3798.0
115025,40425.0
143645,51039.0
85875,44933.0
84767,12211.0
142957,2601.0
201463,104625.0
32353,37400.0
125493,31706.0
64533,36210.0
122356,73917.0
99856,51349.0
52952,
109006,41440.0
5860,29867.0
233142,
56012,40563.0
146017,34357.0
110677,78589.0
234687,31914.0
125539,48122.0
64499,33751.0
81135,34969.0
61361,34611.0
111965,39491.0
83108,114854.0
4772,29844.0
113958,19622.0
264830,22737.0
104264,33376.0
74860,31706.0
150439,78177.0
106259,
89505,31492.0
42401,
69751,
68843,
241787,111904.0
75772,36876.0
23112,33844.0
95526,33772.0
154929,26646.0
223841,105268.0
244585,113655.0
180721,33478.0
268110,43948.0
90724,32749.0
215420,34886.0
156914,33918.0
70570,33457.0
26310,34314.0
9140,30183.0
225096,35298.0
157606,
209403,117550.0
11063,9383.0
47603,36041.0
64163,42521.0
32703,34339.0
84337,35089.0
194332,37219.0
109456,42368.0
4288,35584.0
250196,117224.0
141228,37541.0
117448,5919.0
53210,33583.0
98314,36398.0
236340,49982.0
123814,40615.0
78140,44084.0
121829,34007.0
60989,51708.0
33811,40896.0
231485,
143215,34505.0
209116,117550.0
11576,15155.0
9455,37165.0
225583,36087.0
27917,37172.0
101573,36469.0
242847,113655.0
182209,101518.0
39909,14878.0
268405,118481.0
90231,40869.0
215135,36659.0
70065,35482.0
26605,34946.0
72058,40990.0
24638,38734.0
160060,41440.0
244090,
234668,114738.0
262008,35235.0
249358,116316.0
85930,39182.0
231190,31492.0
115160,18862.0
98601,36398.0
260035,56379.0
194627,107863.0
109143,41186.0
122213,35851.0
237947,115179.0
52817,26998.0
99913,51349.0
142812,51349.0
3058,31492.0
64476,36857.0
19146,117352.0
84622,40517.0
48519,40763.0
63649,35543.0
4267,33850.0
35029,36132.0
250179,
206719,62934.0
127011,44366.0
81420,22656.0
61674,
234392,
254993,36226.0
23407,
105863,33672.0
133402,
14774,35613.0
42114,37424.0
89010,44984.0
119840,35072.0
225079,35298.0
16749,34151.0
101089,51349.0
179241,21238.0
220781,24706.0
215565,34436.0
156851,35615.0
26255,34946.0
131595,25035.0
70435,29840.0
268055,54714.0
217558,60217.0
24268,16674.0
72408,40869.0
180664,40869.0
223904,20027.0
21590,40517.0
47746,33546.0
150086,33849.0
9005,
101123,51349.0
40083,40889.0
194277,37219.0
84272,40555.0
19516,40806.0
125186,35147.0
64026,
3408,40517.0
51368,35339.0
54490,13854.0
188254,1356.0
143350,34505.0
98251,36445.0
144495,36875.0
260465,35112.0
236205,104022.0
51692,19281.0
146152,34474.0
7918,40408.0
233007,
141697,51349.0
35479,34939.0
30381,23214.0
127441,36041.0
193048,
120384,35932.0
50980,35220.0
81070,25092.0
25880,34946.0
227414,43087.0
400,2601.0
42544,
89440,14663.0
14324,37279.0
155284,26646.0
258119,
225429,35298.0
40579,8626.0
16319,46234.0
104321,35412.0
45281,36472.0
152541,70543.0
199445,85745.0
74925,36351.0
23057,36038.0
75637,
210767,36063.0
68906,114854.0
8244,26368.0
100362,35072.0
156502,
224392,30844.0
46507,33870.0
10367,35446.0
208707,110752.0
25029,34946.0
73649,27337.0
216719,112444.0
240179,117550.0
245681,37052.0
137011,47786.0
27014,30260.0
71674,
109840,
261624,36688.0
235079,114780.0
111089,32048.0
142111,37541.0
19845,26368.0
85033,29851.0
18757,29992.0
231893,
33407,35625.0
2649,
251292,116577.0
123402,35837.0
108752,38474.0
29909,36198.0
36605,36795.0
60065,36198.0
80231,41969.0
207108,114178.0
251768,116614.0
62058,37902.0
49308,36247.0
190234,31299.0
126600,44350.0
232246,
111573,
147313,35072.0
132213,57726.0
119143,16047.0
184627,37338.0
211526,31311.0
199916,33736.0
22216,
100698,35565.0
41738,41364.0
221190,
198604,33642.0
153700,34643.0
88601,34437.0
15165,37279.0
58149,
25479,34946.0
11825,41757.0
150985,43459.0
20381,115994.0
13818,
9906,
91070,34467.0
27444,
242514,116089.0
8614,
156152,87637.0
100732,35367.0
41692,37424.0
151697,35072.0
46157,
65637,34830.0
33057,
18307,34946.0
85463,41494.0
78906,40460.0
195466,81451.0
34792,37074.0
35880,40869.0
52544,4397.0
99440,36326.0
79614,36336.0
235429,86415.0
201875,13224.0
114321,40399.0
125885,36219.0
232616,
264076,117835.0
50083,5719.0
81973,
231939,
54869,
85199,36259.0
80661,36745.0
146851,24482.0
205565,42981.0
121595,34579.0
36255,36670.0
49758,36788.0
207558,36423.0
62408,
34268,
31590,36681.0
233904,2820.0
23954,12042.0
153350,36918.0
105530,
21969,33802.0
154495,52958.0
15535,41440.0
88251,
226205,
68005,51349.0
119513,43030.0
25183,31492.0
211176,31311.0
135186,37541.0
74026,34835.0
22646,40419.0
94272,36706.0
186564,48647.0
27690,8630.0
130150,36085.0
22168,57918.0
74708,40990.0
211658,31311.0
148398,36212.0
20155,42097.0
238535,37279.0
128999,108306.0
93299,
184559,34942.0
107223,35851.0
46383,20709.0
212977,53548.0
151443,51349.0
136987,35997.0
77827,35960.0
156386,40544.0
17226,44014.0
82172,34505.0
62326,40809.0
5708,36745.0
112922,35611.0
188983,
33283,34753.0
267877,34692.0
159073,34611.0
7735,27657.0
230105,110752.0
55055,43087.0
142795,2601.0
6827,37074.0
99694,31736.0
219268,35760.0
86998,35809.0
264758,60871.0
232138,
50257,40582.0
120853,43726.0
235307,24742.0
248637,69449.0
219792,117550.0
116432,
31744,34724.0
126084,35332.0
229324,12263.0
82488,20654.0
249925,117110.0
197375,32686.0
36081,40883.0
121741,37284.0
256629,87335.0
18429,
102021,34672.0
154641,26646.0
59975,
92871,
129371,87123.0
46679,
10019,51349.0
39374,
149970,40517.0
182874,52581.0
44644,15789.0
12024,36688.0
22492,4737.0
220806,24706.0
135352,31706.0
45956,36247.0
93763,20959.0
58667,43087.0
155953,40803.0
25357,
73537,37279.0
107673,37197.0
8090,33751.0
242390,43694.0
16964,31309.0
186134,43008.0
22538,4104.0
211208,31311.0
238165,7388.0
76365,40517.0
222991,31168.0
213235,112228.0
14959,43215.0
55405,33885.0
28135,33847.0
61859,59646.0
145400,
63864,35543.0
232568,
116598,36362.0
62776,37541.0
34116,52030.0
207626,111897.0
108586,
49426,36247.0
18583,34999.0
124113,33909.0
87720,35811.0
141910,40517.0
67574,71191.0
112888,40439.0
121311,31999.0
234845,114389.0
188829,104131.0
200419,14611.0
2167,35522.0
196837,34946.0
263137,117814.0
232092,
183336,
148232,74071.0
38836,37362.0
135702,43726.0
73167,16631.0
25707,27436.0
69993,
93333,46373.0
129721,44673.0
102471,30979.0
10449,43829.0
46229,
223379,5901.0
12474,
44214,31094.0
243978,116087.0
239324,34743.0
208880,110752.0
97370,36782.0
212074,33642.0
136084,37541.0
21744,36480.0
185348,35758.0
259925,117485.0
268281,16627.0
246629,48543.0
23779,61302.0
157597,
40257,37027.0
225307,35298.0
20856,36845.0
106432,
47592,36041.0
125352,33760.0
32492,34950.0
6124,34814.0
250207,
122497,36770.0
4119,46918.0
48667,40763.0
49975,35787.0
144641,57015.0
112021,37043.0
98085,35851.0
233729,2820.0
190849,104922.0
218479,112652.0
188080,1356.0
54644,34650.0
231714,
267174,
29374,12643.0
192874,36292.0
141443,40728.0
117223,6445.0
126987,24277.0
67827,51349.0
218183,110752.0
36982,5650.0
234516,44486.0
262376,27502.0
51446,40697.0
120150,43348.0
19238,41757.0
3326,36139.0
64708,35930.0
32168,36681.0
30155,36665.0
203665,44242.0
83299,41163.0
220105,86787.0
199691,24548.0
152795,40517.0
38565,37080.0
128560,23705.0
103630,51349.0
222138,85205.0
11608,15155.0
209268,117550.0
72326,37279.0
24546,
43882,35201.0
241416,4136.0
88986,36845.0
217276,
59076,34946.0
92172,34437.0
182177,101518.0
153887,87321.0
225757,35689.0
186837,35199.0
150602,
151910,86201.0
212424,31299.0
21314,34642.0
77574,12347.0
97720,36005.0
185718,75491.0
224845,7398.0
131311,34956.0
243581,116076.0
198829,85205.0
23329,36681.0
8993,43557.0
236481,59028.0
34815,37074.0
112471,39182.0
144211,7141.0
56229,34946.0
233379,34544.0
54214,
267524,118627.0
231344,
36828,34049.0
158232,34988.0
28836,
83333,40825.0
109397,33802.0
48237,40498.0
250657,105514.0
35707,
4549,34626.0
63167,40582.0
120500,43545.0
32538,
3776,37116.0
19668,46265.0
30505,34611.0
232991,
66365,36809.0
86131,43218.0
117673,35288.0
233683,2820.0
51016,36544.0
118586,34437.0
59426,33909.0
134113,37541.0
220555,29038.0
45405,34998.0
247891,44312.0
13265,31492.0
214909,110752.0
71859,36798.0
216934,
155400,26646.0
73864,33356.0
222568,
106598,36336.0
47438,36041.0
11258,92975.0
262233,10148.0
51503,51349.0
117366,34123.0
141506,51349.0
202832,110905.0
67962,51349.0
30010,33559.0
86424,
228470,35595.0
109378,35282.0
122028,37360.0
63188,35356.0
120015,34316.0
3263,41452.0
84419,40517.0
103775,51349.0
155115,35485.0
227785,36425.0
38420,
13770,36256.0
101748,24183.0
157128,35311.0
16088,35484.0
12862,40445.0
182032,101448.0
149136,61302.0
118093,34437.0
59133,34941.0
226897,36123.0
131604,25035.0
212131,34995.0
21601,40517.0
77061,36878.0
97235,34672.0
118569,34772.0
133639,
72799,114854.0
20913,36845.0
222587,112759.0
106577,41911.0
16572,
130916,44792.0
225242,35298.0
109682,35760.0
48722,21488.0
83626,37318.0
145816,68121.0
63472,33661.0
230943,35670.0
3799,37116.0
125217,15006.0
55813,
158727,97337.0
6061,27657.0
29231,51349.0
159835,98615.0
267031,34073.0
231651,
146739,5113.0
249499,114577.0
236194,35656.0
144704,33457.0
82934,34822.0
108990,41440.0
49830,6237.0
86074,34128.0
66220,34432.0
30440,
116824,
122478,35738.0
147981,35161.0
120445,5070.0
84049,33170.0
3633,40399.0
234003,114646.0
262663,35430.0
146693,35729.0
51153,
2921,35606.0
182462,35139.0
149566,44613.0
134056,31814.0
23796,
133793,40759.0
72633,34611.0
24053,52271.0
128075,44509.0
216871,
155545,71297.0
103325,33200.0
22884,40516.0
199384,80301.0
45540,40639.0
101318,51349.0
47087,13284.0
96977,30617.0
209287,117550.0
269886,32647.0
186972,35199.0
157082,36169.0
16122,33672.0
26594,34314.0
41850,37424.0
182198,101518.0
95658,46940.0
153868,87313.0
239631,115382.0
97665,8741.0
244301,47473.0
151855,35429.0
212561,31299.0
136591,37541.0
77431,33577.0
21251,
133269,41757.0
118139,34437.0
143491,23046.0
29661,37279.0
262399,
146369,
34950,35272.0
144354,28379.0
98590,36398.0
53494,85631.0
251800,116614.0
126968,44382.0
122182,34880.0
63022,34611.0
48372,40763.0
158377,42782.0
28973,35126.0
232587,
30913,35139.0
116577,32647.0
50312,
235242,44312.0
120916,37275.0
249860,58332.0
85208,4403.0
229261,114375.0
87235,33405.0
67061,
31601,36681.0
123639,34522.0
62799,
12161,41920.0
44701,33741.0
221651,31706.0
39231,34896.0
182931,36195.0
156739,34073.0
100159,36030.0
129234,9631.0
68394,31706.0
154704,26646.0
102164,34692.0
73472,37279.0
119682,35072.0
58722,61425.0
93626,5588.0
45813,35092.0
238470,
20010,36845.0
132028,10163.0
119378,40447.0
130015,37321.0
186421,27657.0
94419,61425.0
259163,
8585,111345.0
212832,42776.0
151506,25218.0
159136,51349.0
256296,116973.0
2188,
267932,118337.0
7670,
34403,34950.0
112867,25568.0
82037,34241.0
49133,36011.0
79585,36336.0
113775,35810.0
237785,117494.0
228889,37541.0
230040,36326.0
28420,40856.0
147128,40869.0
197660,109056.0
121254,43795.0
267898,5074.0
2022,
141855,51349.0
31251,
126591,44348.0
229631,85205.0
87665,
49099,40769.0
219287,112760.0
86977,31492.0
228923,64225.0
140747,37541.0
50742,23048.0
147082,30769.0
196972,37393.0
248322,3798.0
25642,
132182,34718.0
22187,35337.0
148377,
39661,40544.0
44351,41876.0
198595,33642.0
12531,40453.0
100509,35139.0
156369,40990.0
88590,35327.0
102534,35143.0
154354,42845.0
129664,59822.0
136968,36482.0
41153,33985.0
156693,35161.0
17733,
107736,30666.0
20440,
47984,23632.0
238020,115027.0
119728,35072.0
186071,64640.0
157981,34569.0
16821,34988.0
27385,42329.0
104819,34073.0
94049,
113325,40597.0
99381,13584.0
138075,57017.0
28070,33847.0
32884,
142280,37541.0
189384,36706.0
111318,35809.0
147578,36285.0
33796,34946.0
124056,33473.0
159566,98379.0
82467,47084.0
49563,36247.0
34053,34946.0
123793,40615.0
62633,
131487,36210.0
156943,33918.0
268147,41233.0
46946,34835.0
21482,36681.0
223816,
136342,37541.0
222704,54088.0
47654,34946.0
209454,117550.0
181864,101397.0
220739,73383.0
45669,35168.0
13009,33605.0
9117,30329.0
101031,
157651,
66109,71191.0
122751,34263.0
109401,35265.0
194365,37219.0
84360,33983.0
19404,15048.0
32754,34039.0
125094,34654.0
64134,35088.0
201064,110686.0
54582,25082.0
188346,1356.0
143242,34505.0
236317,114939.0
98343,36398.0
144587,42120.0
267748,22738.0
231128,
29548,33788.0
85988,33704.0
146040,34357.0
56045,34403.0
141785,51349.0
233115,30596.0
191167,34942.0
30293,34047.0
264867,59822.0
140897,37541.0
204266,54234.0
111932,33402.0
120296,41673.0
61336,3643.0
81162,41494.0
69706,
512,25652.0
89552,34972.0
14236,36972.0
155396,26646.0
25992,
135997,37541.0
74837,35721.0
104233,35019.0
45393,34998.0
211967,31706.0
90289,36336.0
23145,34941.0
133140,35220.0
118210,34437.0
68814,
240968,42434.0
25838,40482.0
209004,117550.0
11464,43489.0
9547,34247.0
38709,2137.0
157201,
242955,37103.0
101461,
225491,35298.0
268517,118339.0
70177,107627.0
244182,115993.0
160172,2601.0
180326,31299.0
85822,110752.0
143612,
231082,
260127,117465.0
98713,35139.0
53617,36083.0
78547,
66559,36809.0
228759,42841.0
109051,64112.0
99801,51349.0
122301,36472.0
196708,34946.0
50938,37279.0
64564,36210.0
32304,
257254,117492.0
142900,51349.0
189804,104623.0
19054,12224.0
84730,41003.0
4375,
127103,44409.0
219907,117550.0
81532,29224.0
252056,49332.0
6348,30183.0
61766,9825.0
37106,
29118,14534.0
54428,35805.0
231578,
62849,
233545,2820.0
17949,24351.0
246445,116530.0
75375,40418.0
23515,33480.0
95121,
212218,110752.0
77348,34008.0
185124,102871.0
133510,37541.0
142,42367.0
42006,37424.0
89102,35327.0
227156,19622.0
69356,
119952,35072.0
152003,35741.0
199107,15415.0
104663,30465.0
20293,35147.0
11937,110752.0
150897,57046.0
181167,14750.0
9814,2601.0
40892,34548.0
242406,43694.0
130296,37393.0
71336,
27556,33402.0
8706,36973.0
39548,34237.0
44078,3666.0
221128,
156040,34544.0
100620,32053.0
41780,2632.0
208245,35719.0
151785,35072.0
46045,37061.0
200675,61174.0
65725,36072.0
33145,34946.0
18215,33451.0
85571,4403.0
78814,34151.0
34680,
52456,
99552,35430.0
35992,35965.0
79706,
64837,9326.0
142453,37541.0
201967,13224.0
55393,37424.0
219454,34621.0
232704,
57654,
28359,34339.0
147651,24834.0
50191,36865.0
81861,33971.0
80773,
121487,43835.0
60527,34155.0
36347,
146943,5070.0
126342,34474.0
233816,2820.0
31482,
190776,114230.0
105422,32495.0
44582,36495.0
23846,43360.0
226317,
133843,76709.0
88343,36681.0
43247,35584.0
68117,71191.0
20769,36388.0
238309,87637.0
25091,31492.0
91498,29851.0
74134,36224.0
22754,35265.0
211064,57047.0
94360,36782.0
12248,31094.0
100270,36418.0
156410,
72849,
217919,41234.0
46415,
244881,43866.0
223545,60944.0
208615,110752.0
181537,100612.0
137103,47841.0
27106,30260.0
71766,37342.0
91532,30183.0
1874,
79356,34388.0
99102,36326.0
261736,65425.0
230693,35670.0
142003,36011.0
19957,36845.0
197119,35220.0
85121,106564.0
18645,41440.0
200225,40903.0
115971,40990.0
33515,34946.0
231981,
65375,35309.0
229148,5074.0
202218,42807.0
31528,36681.0
123510,37284.0
36717,24649.0
7559,3004.0
60177,34096.0
80323,33514.0
5564,
126712,44359.0
127800,36041.0
264534,86235.0
232354,
219004,18858.0
55239,29867.0
28709,
147201,33616.0
238759,60525.0
20339,36809.0
245269,
841,37541.0
89801,
132301,7809.0
119051,34830.0
184735,34418.0
101898,34672.0
40938,35311.0
152900,34263.0
211434,31311.0
199804,10438.0
198716,108022.0
153612,44612.0
221082,51754.0
95822,42184.0
185827,33751.0
68547,
15077,43726.0
81924,27405.0
111174,1245.0
235184,114780.0
138219,35456.0
83919,33546.0
113149,36289.0
145729,36516.0
232641,
219511,112792.0
190633,36290.0
254497,33521.0
233953,36752.0
126207,33539.0
36202,
60462,14488.0
146806,47922.0
80636,40566.0
68052,71191.0
15562,9623.0
105567,
153307,36918.0
23903,14488.0
221597,34956.0
130629,
71789,37241.0
22611,
74071,34998.0
211121,31311.0
240084,117550.0
119544,31272.0
184220,57563.0
214323,57047.0
101877,34672.0
91027,29844.0
181022,37279.0
11872,35756.0
245286,
129408,41673.0
102758,33607.0
15098,24163.0
46100,40869.0
8643,33550.0
268901,38361.0
224795,7398.0
100765,31382.0
87409,35220.0
123005,36398.0
251695,116611.0
195431,34942.0
121038,37275.0
60198,
85434,29992.0
18350,
33000,12623.0
65660,29882.0
142516,
201822,110805.0
52513,
5421,33838.0
31197,
190263,31299.0
121192,5248.0
60032,34967.0
36652,
125978,63959.0
201988,13224.0
147344,35072.0
50484,37252.0
145379,28036.0
261389,114186.0
232211,
